amount,hour_of_day,location_mismatch,device_trust_score,behavior_anomaly_score,processing_latency_ms,is_fraud
11.41,20,0,0.36,0.19,15.41,0
22.96,19,0,0.96,0.57,17.42,0
77.58,7,0,0.38,0.64,16.34,1
41.4,18,0,0.68,0.25,16.9,0
1.26,0,0,0.75,0.39,21.71,0
72.56,4,0,0.97,0.49,16.33,0
2.8,0,0,0.93,0.49,11.76,0
69.47,10,0,0.61,0.01,19.42,0
12.31,20,0,0.96,0.38,8.17,0
159.59,8,0,0.6,0.58,9.59,0
23.94,4,0,0.77,0.14,16.68,0
20.8,1,0,0.48,0.48,17.58,0
9.06,12,0,0.75,0.32,8.77,0
19.24,17,0,0.68,0.13,13.09,0
105.64,11,0,0.72,0.03,11.97,0
281.44,13,0,0.78,0.46,12.57,0
23.97,4,0,0.06,0.92,19.72,1
30.77,23,0,0.51,0.23,18.53,0
65.02,9,0,0.82,0.29,14.9,0
109.66,19,0,0.41,0.3,12.27,0
45.95,1,0,0.54,0.12,8.25,0
25.84,3,1,0.28,0.97,22.1,1
27.6,11,0,0.96,0.42,17.96,0
60.47,10,0,0.35,0.09,11.47,0
1.16,3,0,0.66,0.32,18.6,0
49.33,10,0,0.36,0.37,14.65,0
22.96,8,0,0.57,0.11,13.56,0
80.04,9,0,0.37,0.69,17.18,1
5.88,5,0,0.75,0.29,11.29,0
45.36,14,0,0.83,0.07,13.28,0
33.79,9,0,0.47,0.2,15.61,0
52.41,21,0,0.8,0.29,12.5,0
4.35,20,0,0.61,0.01,18.35,0
44.37,5,1,0.39,0.95,24.35,1
42.22,0,0,0.67,0.03,11.23,0
42.12,20,0,0.57,0.32,6.67,0
2025.36,21,0,0.04,0.77,4.99,1
57.42,23,1,0.03,0.78,14.25,1
82.73,19,0,0.86,0.34,11.68,0
16.72,20,0,0.86,0.46,16.04,0
88.16,3,0,0.57,0.41,15.66,0
35.48,22,0,0.42,0.31,6.98,0
5.01,21,0,0.89,0.45,5.93,0
4.02,13,0,0.53,0.33,16.48,0
21.34,19,0,0.82,0.23,15.68,0
77.83,21,0,0.87,0.26,12.87,0
62.5,19,0,0.84,0.5,6.71,0
78.7,7,0,0.57,0.34,17.36,0
37.41,10,0,0.96,0.23,21.36,0
30.01,14,0,0.76,0.11,16.39,0
8.98,18,0,0.7,0.3,10.76,0
20.89,7,0,0.79,0.15,15.22,0
29.46,12,1,0.29,0.61,8.17,1
5.64,17,0,0.57,0.29,20.29,0
13.46,21,0,0.92,0.01,15.41,0
46.59,23,0,0.41,0.06,6.16,0
67.53,16,0,0.59,0.17,13.5,0
321.27,5,0,0.58,0.06,17.32,0
136.24,14,0,0.55,0.54,13.33,0
52.44,12,0,0.69,0.51,13.62,0
28.34,17,0,1.0,0.58,8.88,0
51.55,10,0,0.48,0.42,17.83,0
78.01,12,0,0.79,0.39,11.76,0
7.3,0,0,0.83,0.55,4.22,0
27.37,17,0,0.71,0.57,13.14,0
92.57,4,0,0.3,0.74,19.91,1
25.21,5,0,0.7,0.52,13.07,0
43.42,0,0,0.97,0.4,23.69,0
45.31,6,0,0.54,0.0,17.14,0
11.2,3,0,0.75,0.26,16.69,0
23.49,8,0,0.97,0.38,14.36,0
21.36,14,0,0.86,0.33,14.66,0
2.33,5,0,0.78,0.49,13.68,0
2.22,16,0,0.98,0.49,13.49,0
3759.9,19,1,0.23,0.82,17.65,1
16.95,17,0,0.84,0.01,10.32,0
37.5,21,0,0.58,0.22,9.62,0
18.74,3,0,0.55,0.14,9.38,0
142.24,8,0,0.66,0.2,25.23,0
16.01,13,0,0.32,0.37,17.65,0
29.08,2,0,0.52,0.04,16.52,0
104.07,0,0,0.42,0.01,9.71,0
93.24,10,0,0.4,0.26,18.12,0
11.3,0,0,0.54,0.48,14.42,0
82.14,11,0,0.86,0.02,16.07,0
31.64,8,0,0.27,0.77,10.12,1
33.98,4,0,0.67,0.23,15.8,0
8.16,14,0,0.82,0.07,12.88,0
5.2,17,0,0.47,0.34,11.17,0
66.09,8,0,0.95,0.57,18.67,0
35.3,12,0,0.91,0.33,7.31,0
29.71,12,0,0.48,0.41,17.82,0
66.38,23,0,0.99,0.49,18.42,0
73.52,12,1,0.77,0.48,10.6,0
9.65,9,0,0.5,0.04,10.9,0
48.11,9,0,0.78,0.44,13.88,0
8.27,21,0,0.77,0.57,16.41,0
70.59,6,0,0.72,0.42,14.24,0
54.49,21,0,0.8,0.5,17.17,0
157.88,4,0,0.3,0.97,23.81,1
4.57,19,0,0.99,0.19,12.46,0
3.94,6,0,0.9,0.41,6.42,0
17.58,19,0,0.82,0.3,19.13,0
16.17,9,0,0.22,0.75,23.42,1
15.18,9,0,0.71,0.58,16.96,0
119.36,20,0,0.79,0.49,9.56,0
15.35,23,0,0.9,0.6,14.38,0
16.87,12,0,0.96,0.21,9.41,0
72.23,14,0,0.94,0.54,18.21,0
30.87,5,0,0.58,0.2,8.24,0
75.96,19,0,0.93,0.07,13.5,0
4.38,11,0,0.3,0.37,9.98,0
34.43,18,0,0.55,0.27,15.63,0
2.71,10,0,0.32,0.63,13.17,1
4.24,5,0,0.92,0.3,15.88,0
119.46,0,0,0.95,0.56,15.11,0
8.5,1,0,0.48,0.05,10.07,0
39.01,22,0,0.56,0.5,18.13,0
27.47,14,0,0.99,0.46,14.76,0
22.34,3,0,0.7,0.43,10.06,0
116.05,4,0,0.65,0.21,26.2,0
2.1,14,0,0.65,0.47,17.38,0
55.5,10,0,0.79,0.29,14.23,0
166.38,9,0,0.97,0.43,22.08,0
42.07,16,0,0.56,0.33,24.21,0
139.09,1,0,0.42,0.09,14.27,0
3756.11,19,0,0.28,0.82,16.74,1
28.13,23,0,0.31,0.22,10.06,0
16.07,9,0,0.69,0.56,14.26,0
66.62,19,0,0.95,0.32,14.0,0
199.95,2,0,0.8,0.48,15.92,0
15.82,18,0,1.0,0.35,16.66,0
54.09,4,0,0.94,0.57,17.8,0
12.04,2,0,0.64,0.22,16.19,0
42.66,7,0,0.64,0.03,8.95,0
32.17,4,0,0.74,0.47,10.31,0
179.79,11,0,0.38,0.42,12.27,0
47.89,13,0,0.73,0.32,13.59,0
22.5,6,0,0.62,0.2,20.25,0
7.06,10,0,0.75,0.11,9.19,0
9.2,7,0,0.7,0.29,13.21,0
13.77,4,0,0.52,0.4,19.77,0
15.45,7,0,0.73,0.35,13.5,0
96.06,11,0,0.56,0.26,17.3,0
42.19,14,0,0.44,0.32,14.3,0
38.05,18,0,0.77,0.06,16.28,0
7.1,15,0,0.51,0.42,13.86,0
99.36,13,0,0.92,0.44,18.34,0
65.15,6,0,0.44,0.01,7.27,0
4.5,7,0,0.72,0.16,13.18,0
62.52,6,0,0.7,0.06,16.48,0
40.21,17,0,0.08,0.88,17.67,1
5.26,23,0,0.61,0.36,22.46,0
31.65,5,0,0.77,0.28,13.04,0
34.15,18,0,0.52,0.28,22.4,0
10.06,3,0,0.11,0.66,11.7,1
146.66,22,0,0.73,0.4,21.64,0
95.85,2,0,0.46,0.1,19.09,0
56.29,16,0,0.78,0.27,10.43,0
32.02,21,0,0.89,0.46,16.54,0
27.53,18,0,0.39,0.25,14.74,0
53.63,14,0,0.61,0.19,18.13,0
40.42,5,0,0.08,0.94,13.88,1
4.21,11,0,0.74,0.56,13.46,0
36.92,18,0,0.53,0.56,21.85,0
2824.46,5,0,0.59,0.08,14.51,0
31.74,10,0,0.31,0.14,19.13,0
3.67,19,0,0.39,0.27,13.87,0
78.15,19,0,0.7,0.5,23.33,0
3848.22,9,0,0.34,0.81,11.61,1
15.96,15,0,0.08,0.64,11.93,1
10.0,17,0,0.53,0.55,22.62,0
21.04,13,1,0.28,0.75,12.78,1
71.68,3,0,0.34,0.16,23.01,0
37.63,11,0,0.5,0.17,19.46,0
12.46,19,1,0.09,0.74,14.23,1
106.12,22,0,0.86,0.18,5.93,0
106.84,20,0,0.34,0.15,14.9,0
103.23,7,0,0.82,0.45,15.51,0
14.64,6,0,0.57,0.02,20.84,0
31.0,8,0,0.77,0.44,22.94,0
210.95,23,0,0.34,0.49,11.58,0
74.92,16,0,0.94,0.04,19.01,0
2.38,9,0,0.84,0.04,18.83,0
4.37,2,0,0.28,0.99,20.37,1
32.17,20,0,0.45,0.12,17.49,0
120.97,7,0,0.75,0.35,5.29,0
39.69,13,0,0.95,0.41,14.22,0
35.44,6,0,0.61,0.38,9.22,0
6.57,15,0,0.64,0.21,13.99,0
54.47,17,1,0.47,0.3,19.9,0
87.33,10,0,0.57,0.38,16.53,0
24.94,5,0,0.5,0.07,20.74,0
75.72,19,1,0.55,0.14,16.71,0
167.88,20,0,0.09,0.69,8.51,1
12.39,13,0,0.33,0.21,2.4,0
38.05,20,0,0.78,0.48,15.74,0
17.92,12,0,0.78,0.15,13.93,0
79.72,3,0,0.53,0.02,10.12,0
44.09,19,0,0.92,0.3,6.5,0
51.34,19,0,0.31,0.99,11.33,1
80.95,10,0,0.58,0.49,14.03,0
1687.13,17,0,0.06,0.69,18.33,1
124.31,0,0,0.82,0.55,15.94,0
39.07,11,0,0.9,0.29,23.04,0
9.6,17,0,0.32,0.03,9.82,0
60.52,6,0,0.43,0.02,19.41,0
79.81,11,0,0.75,0.29,15.24,0
20.05,0,0,0.54,0.33,18.47,0
98.31,21,0,0.33,0.05,12.82,0
119.3,3,0,0.21,0.72,20.36,1
17.21,17,0,0.58,0.43,16.48,0
206.28,14,0,0.55,0.48,11.6,0
8.58,2,0,0.37,0.9,14.94,1
12.28,6,0,0.3,0.4,13.8,0
11.18,5,0,0.39,0.92,17.45,1
113.21,14,0,0.63,0.41,9.1,0
54.11,14,0,0.49,0.59,14.85,0
9.25,5,0,0.91,0.39,16.98,0
30.02,7,0,0.4,0.2,15.17,0
48.76,7,0,0.91,0.17,21.73,0
5.36,21,0,0.58,0.58,18.87,0
108.03,0,0,0.49,0.11,14.96,0
82.38,12,0,0.51,0.48,16.08,0
36.18,22,1,0.53,0.28,16.48,0
171.75,23,0,0.65,0.27,17.02,0
28.04,20,0,0.55,0.45,5.87,0
208.1,12,0,0.75,0.09,13.49,0
56.12,10,0,0.6,0.28,7.58,0
51.35,3,0,0.77,0.02,21.39,0
10.07,6,1,0.72,0.4,14.7,0
107.82,11,0,0.47,0.04,14.03,0
28.89,12,0,0.87,0.05,19.48,0
9.85,21,0,0.86,0.51,17.11,0
1.63,11,0,0.99,0.27,9.36,0
42.02,15,0,0.42,0.12,14.65,0
38.48,5,0,0.89,0.36,13.32,0
64.53,13,0,0.91,0.31,6.28,0
111.48,18,0,0.75,0.25,11.55,0
5.14,15,0,0.65,0.54,14.08,0
66.74,3,0,0.97,0.45,14.43,0
11.38,4,0,0.98,0.09,7.59,0
98.66,8,0,0.75,0.34,20.76,0
86.48,23,0,0.55,0.05,14.49,0
39.91,2,0,0.87,0.15,15.19,0
62.94,21,0,0.36,0.55,17.0,0
19.87,9,0,0.5,0.28,11.06,0
32.85,16,0,0.99,0.54,17.28,0
87.2,18,0,0.87,0.1,13.16,0
31.74,9,0,0.96,0.12,10.52,0
23.14,11,0,0.72,0.21,17.87,0
35.08,22,1,0.59,0.22,22.46,0
89.09,6,0,0.99,0.45,18.62,0
21.41,17,0,0.52,0.36,19.61,0
10.54,18,0,0.83,0.33,12.4,0
63.24,14,0,0.69,0.36,7.01,0
88.43,6,0,0.46,0.44,22.45,0
6.3,11,0,0.14,0.93,25.27,1
14.71,21,0,0.57,0.25,22.71,0
8.66,6,0,0.68,0.48,13.32,0
22.38,9,0,0.43,0.3,9.23,0
30.92,23,0,0.59,0.43,9.67,0
70.08,21,0,0.73,0.52,6.58,0
53.66,19,0,0.8,0.02,14.46,0
49.5,9,0,0.34,0.33,23.03,0
22.72,22,0,0.76,0.59,14.29,0
93.08,4,0,0.1,0.91,16.51,1
32.87,17,0,0.16,0.91,21.88,1
194.41,8,0,0.41,0.11,12.98,0
51.28,15,0,0.76,0.36,25.18,0
7.75,6,0,0.25,0.62,24.96,1
57.38,9,0,0.31,0.26,14.34,0
20.66,4,0,0.12,0.8,12.11,1
58.97,6,0,0.96,0.05,18.49,0
1681.85,4,0,0.94,0.03,13.26,0
10.61,14,0,0.36,0.28,9.22,0
97.81,18,0,0.51,0.51,21.41,0
13.89,9,0,0.96,0.56,21.08,0
91.71,7,0,0.37,0.4,15.78,0
17.37,23,0,0.37,0.5,8.69,0
52.48,8,0,0.36,0.44,8.85,0
60.23,10,0,0.98,0.42,15.54,0
36.94,21,0,0.82,0.46,12.5,0
19.21,1,1,0.06,0.65,13.29,1
12.95,2,0,0.33,0.27,20.11,0
2.69,12,0,0.98,0.1,18.67,0
19.12,10,0,0.6,0.51,21.89,0
53.94,9,0,0.72,0.03,10.05,0
140.28,14,0,0.5,0.16,13.28,0
103.48,5,0,0.83,0.31,18.79,0
73.64,0,0,0.01,0.89,17.24,1
78.66,13,0,0.85,0.47,22.66,0
55.68,17,0,0.46,0.22,17.1,0
16.07,23,0,0.37,0.43,24.24,0
119.86,10,0,0.64,0.56,17.7,0
56.54,7,0,0.87,0.32,20.31,0
42.1,21,1,0.57,0.28,13.38,0
6.88,2,0,0.32,0.33,15.07,0
3488.57,13,0,0.31,0.69,19.55,1
31.84,1,0,0.78,0.54,23.06,0
100.96,15,0,0.82,0.48,18.65,0
40.55,5,0,0.58,0.42,14.58,0
24.93,0,0,0.37,0.35,21.89,0
189.18,13,0,0.71,0.58,4.04,0
6.87,9,0,0.53,0.18,7.89,0
28.46,5,0,0.96,0.17,18.41,0
3.15,8,0,0.65,0.15,15.07,0
68.34,6,0,0.63,0.45,18.03,0
126.1,1,0,0.52,0.48,15.32,0
17.43,10,0,0.54,0.36,17.85,0
98.72,13,0,0.66,0.39,10.93,0
18.28,4,0,0.51,0.21,17.85,0
121.83,8,0,0.92,0.02,19.97,0
71.11,6,0,0.61,0.15,21.1,0
82.71,13,0,0.5,0.35,25.07,0
1.91,15,0,0.41,0.49,16.22,0
165.59,21,0,0.77,0.47,16.37,0
65.85,15,0,0.32,0.11,7.38,0
19.17,6,0,0.61,0.03,12.34,0
89.42,9,0,0.69,0.51,14.03,0
17.53,20,0,0.54,0.05,20.25,0
104.08,5,0,0.82,0.24,11.94,0
6.97,16,0,0.77,0.06,18.98,0
61.82,0,0,0.98,0.34,14.99,0
39.9,1,0,0.66,0.22,14.11,0
6.08,13,0,0.68,0.12,16.24,0
14.85,3,0,0.47,0.36,13.04,0
1.62,8,0,0.57,0.22,12.85,0
32.63,22,0,0.32,0.1,6.48,0
18.92,5,0,0.78,0.42,13.76,0
46.61,16,0,0.52,0.5,12.6,0
18.64,20,1,0.68,0.16,12.42,0
18.83,10,0,0.48,0.11,17.08,0
2854.21,3,0,0.73,0.05,18.29,0
3.47,20,0,0.61,0.32,16.16,0
117.6,8,0,0.64,0.5,19.98,0
96.62,15,0,0.96,0.15,17.88,0
56.1,2,1,0.1,0.8,13.52,1
45.97,3,0,0.48,0.1,12.69,0
112.42,23,0,0.65,0.24,16.56,0
3080.31,2,0,0.25,0.63,17.87,1
5.11,12,0,0.86,0.55,21.99,0
14.69,18,0,0.88,0.41,20.96,0
80.13,20,0,0.5,0.2,12.29,0
2.76,0,0,0.87,0.53,14.49,0
44.71,22,0,0.43,0.11,18.36,0
270.49,22,0,0.83,0.05,20.34,0
97.79,5,0,0.33,0.97,19.69,1
37.85,21,0,0.51,0.19,14.68,0
4.29,2,0,0.9,0.56,8.73,0
90.0,2,0,0.59,0.38,10.01,0
46.69,15,0,0.99,0.59,16.36,0
7.1,9,0,0.41,0.45,16.71,0
5.93,16,0,0.62,0.06,9.51,0
121.19,6,0,0.81,0.51,15.22,0
56.31,12,1,0.13,0.87,18.16,1
89.39,10,0,0.41,0.42,9.24,0
106.59,9,0,0.31,0.3,20.52,0
43.41,6,0,1.0,0.42,13.11,0
37.43,23,0,0.83,0.46,21.29,0
29.14,5,0,0.56,0.48,12.33,0
20.06,23,0,0.34,0.74,9.87,1
29.51,0,0,0.31,0.68,12.71,1
75.33,16,0,0.67,0.25,14.52,0
47.06,11,1,0.98,0.53,13.06,0
112.52,3,0,0.77,0.43,13.92,0
30.29,2,0,0.16,0.98,16.67,1
47.71,5,0,0.28,0.8,14.14,1
50.89,15,0,1.0,0.07,14.67,0
45.79,12,0,0.66,0.22,6.45,0
61.64,8,0,0.97,0.48,16.96,0
14.55,10,0,0.31,0.05,14.55,0
36.91,19,0,0.8,0.32,23.05,0
6.5,20,0,0.74,0.52,10.3,0
25.27,12,0,0.78,0.01,5.96,0
34.44,22,0,0.7,0.56,18.09,0
53.81,18,0,0.33,0.59,16.73,0
151.32,2,0,0.03,0.75,9.96,1
46.9,11,1,0.95,0.46,7.35,0
69.05,18,0,0.46,0.08,22.69,0
36.29,7,0,1.0,0.46,22.07,0
51.27,13,0,0.78,0.29,2.56,0
4.68,21,0,0.61,0.52,12.71,0
15.68,8,0,0.94,0.13,23.32,0
23.46,23,0,0.86,0.4,12.62,0
32.98,16,1,0.6,0.47,12.55,0
3.34,5,0,0.38,0.65,13.59,1
8.54,3,0,0.91,0.49,9.4,0
17.2,3,0,0.18,0.62,6.48,1
178.95,18,0,0.85,0.37,20.26,0
21.12,11,0,0.82,0.47,5.79,0
33.89,1,0,0.49,0.32,16.24,0
11.91,16,1,0.9,0.36,19.43,0
48.18,14,0,0.3,0.01,7.74,0
17.47,9,0,0.47,0.31,10.38,0
12.6,2,0,0.04,0.69,21.07,1
37.34,19,0,0.38,0.4,17.66,0
1.28,3,0,0.67,0.1,11.91,0
1.38,21,0,0.33,0.14,21.01,0
13.36,0,0,0.43,0.45,21.03,0
2.87,0,0,0.46,0.1,16.35,0
6.72,17,0,0.76,0.25,10.5,0
21.69,3,0,0.63,0.15,12.93,0
82.12,22,0,0.62,0.33,16.43,0
43.44,21,1,0.06,0.73,14.06,1
36.94,14,0,0.62,0.51,19.69,0
18.37,22,0,0.54,0.16,7.35,0
135.23,20,0,0.97,0.22,7.53,0
26.29,21,0,0.24,0.92,15.9,1
5.56,9,0,0.51,0.54,12.54,0
48.99,16,0,0.73,0.1,11.86,0
7.04,21,0,0.85,0.5,6.16,0
22.17,11,0,0.87,0.18,15.1,0
36.4,19,0,0.33,0.33,14.74,0
104.66,11,0,0.8,0.0,18.27,0
35.02,15,0,0.8,0.6,15.34,0
61.58,4,0,0.45,0.46,14.34,0
247.8,15,0,0.38,0.15,20.89,0
8.05,16,0,0.82,0.41,8.44,0
17.06,22,0,0.47,0.18,17.68,0
26.09,14,0,0.3,0.05,6.64,0
28.39,12,0,0.46,0.26,10.81,0
27.47,7,0,0.32,0.37,8.94,0
120.09,20,0,0.47,0.05,18.91,0
63.59,1,0,0.53,0.31,14.67,0
47.81,7,0,0.49,0.31,14.93,0
19.51,9,0,0.94,0.38,9.47,0
87.8,6,0,0.46,0.15,13.5,0
156.12,9,0,0.63,0.01,11.18,0
87.07,3,0,0.97,0.19,16.92,0
1.08,10,0,0.92,0.24,10.04,0
1537.87,8,0,0.52,0.38,21.65,0
3.62,3,0,0.53,0.56,6.62,0
15.89,2,0,0.72,0.12,10.97,0
4.07,10,0,0.94,0.41,23.39,0
47.29,2,0,0.21,0.61,12.82,1
59.01,17,0,0.58,0.11,8.43,0
7.08,18,1,0.89,0.31,16.1,0
25.21,13,0,0.59,0.43,12.62,0
31.46,23,0,0.8,0.52,10.82,0
24.03,10,0,0.78,0.45,9.52,0
7.45,23,0,0.44,0.01,28.84,0
28.15,1,0,0.61,0.41,13.74,0
70.55,1,0,0.7,0.49,5.37,0
4.68,1,0,0.8,0.32,22.47,0
5.18,9,1,0.37,0.94,18.06,1
22.91,22,0,0.83,0.0,11.17,0
143.13,14,0,0.32,0.49,10.33,0
56.22,21,0,0.77,0.2,18.37,0
57.76,11,0,0.65,0.39,13.77,0
23.46,10,0,0.7,0.42,5.37,0
46.03,16,0,0.56,0.18,23.94,0
1.51,17,0,0.8,0.6,12.83,0
51.54,13,0,0.77,0.06,22.48,0
123.26,16,0,0.71,0.09,21.39,0
48.41,14,0,0.9,0.54,9.99,0
104.45,11,0,0.37,0.07,20.17,0
65.36,15,0,0.51,0.23,11.74,0
7.42,22,0,0.65,0.44,5.67,0
117.37,5,0,0.97,0.47,12.88,0
4.44,1,0,0.35,0.57,16.99,0
39.17,1,0,0.54,0.47,12.69,0
8.67,15,0,0.95,0.51,13.46,0
1.59,1,0,0.93,0.57,20.72,0
28.41,7,0,0.91,0.33,15.53,0
18.48,6,0,0.52,0.21,10.78,0
34.28,0,0,0.89,0.46,18.51,0
44.04,3,0,0.65,0.1,15.99,0
3.24,10,0,0.73,0.04,2.39,0
7.56,19,0,0.47,0.47,17.14,0
41.89,6,0,0.79,0.57,16.96,0
22.02,17,0,0.53,0.27,15.1,0
66.31,3,0,0.54,0.1,19.46,0
53.82,16,0,0.75,0.3,11.64,0
94.41,10,0,0.47,0.24,16.68,0
59.96,10,0,0.46,0.22,7.17,0
29.1,19,0,0.56,0.38,17.04,0
56.88,10,0,0.84,0.1,24.77,0
17.11,14,0,0.46,0.23,10.03,0
19.29,13,0,0.85,0.52,11.2,0
78.79,16,0,0.79,0.44,11.45,0
30.57,1,0,0.78,0.03,15.65,0
81.07,17,0,0.63,0.31,9.68,0
87.42,15,0,0.82,0.05,17.11,0
98.44,11,0,0.33,0.74,19.23,1
125.23,9,0,0.51,0.15,17.67,0
29.19,15,0,0.78,0.56,6.16,0
20.2,2,0,0.35,0.66,19.98,1
44.64,7,0,0.3,0.33,19.69,0
24.19,21,0,0.66,0.2,19.15,0
46.95,21,0,0.95,0.51,16.86,0
62.14,23,0,0.9,0.09,16.1,0
59.3,1,0,0.32,0.11,20.16,0
24.46,21,0,0.67,0.13,24.62,0
10.13,0,0,0.3,0.36,10.23,0
29.15,13,0,0.85,0.19,20.39,0
8.69,3,0,0.01,0.71,14.57,1
111.41,3,0,0.84,0.12,14.35,0
22.22,8,0,0.96,0.48,7.32,0
9.39,2,0,0.98,0.06,13.58,0
2.29,4,0,0.93,0.21,10.01,0
52.9,0,0,0.44,0.15,12.68,0
51.65,21,0,0.39,0.97,9.51,1
21.82,18,0,0.74,0.02,12.76,0
4.72,0,0,0.68,0.43,12.97,0
27.35,9,0,0.31,0.15,15.48,0
19.64,21,0,0.57,0.49,6.93,0
57.52,11,0,0.93,0.19,7.77,0
47.54,9,0,0.93,0.11,16.81,0
23.67,1,0,0.44,0.42,11.01,0
13.29,15,0,0.57,0.15,20.37,0
222.29,7,0,0.69,0.29,16.13,0
31.26,13,0,0.9,0.08,18.03,0
59.28,14,0,0.67,0.43,22.05,0
8.57,15,0,0.98,0.24,13.45,0
34.24,10,0,0.86,0.08,12.13,0
2.4,11,0,0.97,0.44,19.36,0
36.21,1,0,0.81,0.06,17.55,0
167.24,3,0,0.91,0.34,14.06,0
25.24,2,0,0.88,0.36,21.96,0
2.99,8,0,0.48,0.56,13.94,0
2.57,17,1,0.33,0.95,15.16,1
25.55,18,0,0.91,0.39,15.11,0
9.72,6,0,0.36,0.23,10.33,0
2.18,3,0,0.59,0.24,15.39,0
71.57,5,0,0.87,0.3,21.98,0
31.67,18,1,0.87,0.14,17.22,0
18.07,0,0,0.4,0.28,15.16,0
116.17,15,1,0.64,0.41,14.19,0
7.17,10,0,0.64,0.27,16.65,0
157.09,21,0,0.53,0.03,18.75,0
19.84,3,0,0.94,0.15,18.05,0
110.64,17,0,0.76,0.21,13.34,0
47.18,22,1,0.99,0.21,16.62,0
88.64,4,0,0.2,0.68,17.4,1
207.8,21,0,0.58,0.27,9.96,0
18.01,5,0,0.88,0.42,15.84,0
163.38,1,0,0.6,0.03,4.19,0
25.67,11,0,0.48,0.45,17.41,0
25.35,21,0,1.0,0.57,18.3,0
21.81,8,0,0.91,0.01,18.74,0
39.98,19,0,0.68,0.12,13.02,0
9.37,11,0,0.69,0.33,16.55,0
41.34,12,0,0.3,0.13,22.12,0
40.01,21,0,0.99,0.46,22.07,0
72.75,22,0,0.86,0.19,14.85,0
90.68,16,0,0.33,0.18,15.7,0
30.03,4,0,0.42,0.0,20.55,0
19.0,19,0,0.87,0.16,7.5,0
16.01,12,0,0.36,0.13,13.38,0
11.82,12,0,0.96,0.21,21.68,0
3.97,9,0,1.0,0.09,19.88,0
21.96,14,0,0.92,0.36,16.85,0
16.75,14,0,0.82,0.14,7.47,0
170.69,17,0,0.64,0.5,14.75,0
41.79,17,0,0.36,0.17,12.05,0
22.33,1,0,0.81,0.13,16.66,0
44.43,22,1,0.58,0.03,10.95,0
8.49,10,0,0.7,0.44,9.87,0
30.35,12,0,0.51,0.3,4.68,0
50.21,10,0,0.47,0.07,21.11,0
34.56,3,0,0.53,0.13,13.0,0
2101.86,14,0,0.01,0.86,15.79,1
255.55,21,0,0.6,0.48,14.99,0
107.14,22,0,0.52,0.21,9.66,0
49.83,10,0,0.6,0.33,8.7,0
43.13,17,0,0.32,0.25,9.97,0
49.47,15,0,0.92,0.02,11.38,0
12.24,9,0,0.69,0.47,16.83,0
26.14,11,0,0.37,0.43,11.02,0
3.01,12,0,0.5,0.25,23.73,0
33.27,8,0,0.99,0.51,20.14,0
40.16,20,1,0.72,0.32,19.04,0
13.92,12,0,0.5,0.04,14.4,0
167.25,5,0,0.6,0.16,22.57,0
121.1,5,0,0.2,0.65,13.91,1
65.03,10,0,0.32,0.06,14.84,0
39.11,18,0,0.89,0.34,15.85,0
103.0,10,0,0.5,0.07,18.51,0
8.0,9,0,0.89,0.12,18.18,0
79.15,22,0,0.63,0.54,12.62,0
7.67,14,0,0.05,0.78,12.34,1
80.05,12,0,0.86,0.33,18.2,0
17.13,22,0,0.56,0.37,18.58,0
105.82,7,0,0.8,0.48,13.03,0
145.16,4,0,0.89,0.42,7.06,0
9.06,1,0,0.97,0.11,13.96,0
32.06,15,0,0.36,0.25,18.12,0
199.13,12,0,0.31,0.32,24.03,0
34.03,18,0,0.68,0.22,9.01,0
100.59,8,1,0.0,0.87,12.87,1
45.43,14,0,0.63,0.44,13.05,0
24.53,5,0,0.2,0.93,21.78,1
17.83,7,0,0.65,0.16,14.83,0
12.36,23,0,0.39,0.17,10.46,0
72.73,13,0,0.89,0.1,17.79,0
25.43,4,0,0.83,0.51,12.98,0
36.8,16,0,0.35,0.37,8.88,0
34.9,21,0,0.89,0.5,10.54,0
44.05,6,0,0.53,0.3,23.67,0
101.34,8,0,0.55,0.31,16.92,0
198.48,15,1,0.35,0.93,15.54,1
27.18,17,0,0.88,0.22,13.75,0
88.87,12,0,0.58,0.3,16.46,0
73.31,17,0,0.33,0.33,16.4,0
43.61,9,0,0.98,0.57,16.46,0
157.23,0,0,0.07,0.79,15.57,1
12.19,20,0,0.96,0.08,19.34,0
6.79,17,0,0.51,0.02,15.12,0
97.19,18,0,0.88,0.41,10.11,0
29.92,1,1,0.76,0.03,11.94,0
94.86,3,1,0.9,0.04,5.1,0
112.79,10,0,0.98,0.1,25.13,0
4.22,2,1,0.91,0.21,19.31,0
108.48,8,0,0.58,0.26,10.85,0
30.74,9,0,0.87,0.31,13.59,0
36.71,1,0,0.8,0.6,11.82,0
50.25,6,0,0.34,0.23,22.71,0
131.44,14,0,0.95,0.15,7.9,0
1.97,18,1,0.63,0.35,15.57,0
33.39,9,0,0.39,0.13,14.46,0
59.19,23,0,0.6,0.56,19.13,0
65.13,19,0,0.72,0.16,14.48,0
59.97,13,0,0.7,0.59,6.21,0
8.22,3,0,0.7,0.25,13.74,0
18.79,10,0,0.48,0.49,10.14,0
23.21,2,0,0.74,0.39,15.4,0
82.59,22,0,0.94,0.56,22.17,0
17.34,16,0,0.57,0.38,6.3,0
12.83,6,0,0.74,0.35,11.0,0
158.85,10,0,0.47,0.39,12.24,0
1.45,17,0,0.33,0.47,13.09,0
307.44,13,0,0.71,0.54,18.7,0
